,Geo Point,NOM_COM,Unnamed: 0,Nombre d’habitants de la commune,Policiers pour 100 habs,Libellé de la commune,president_gagnant,partie,Revenu fiscal de référence des foyers fiscaux 2021,Evolution,Age moyen,longitude,latitude
929,"48.5000015684, 4.0824666475",nozay,578,4284.0,2.334267040149393,nozay,LE PEN,Extrême droite,96836.845,-94.58881069493744,"19,90714286", 4.0824666475,48.5000015684
947,"49.2517771432, 4.03968745396",reims,643,185000.0,6.864864864864864,reims,MACRON,Centre,2418612.984,-98.92804189130244,"21,26476983", 4.03968745396,49.2517771432
949,"48.3092821782, 5.82605356737",chatenois,949,4287.0,4.665267086540704,chatenois,LE PEN,Extrême droite,1750.376,1043.558983898317,"21,3128655", 5.82605356737,48.3092821782
969,"48.8869069644, 2.67508164008",pomponne,1143,4221.0,4.738213693437574,pomponne,MACRON,Centre,99704.537,-90.78371328277667,"20,90642674", 2.67508164008,48.8869069644
971,"48.8484114004, 1.98215102843",chavenay,1157,1851.0,0.0,chavenay,MACRON,Centre,64681.501,-31.33120859393785,"24,69761606", 1.98215102843,48.8484114004
972,"44.4709429521, 4.24749250952",joyeuse,89,1780.0,5.617977528089888,joyeuse,MÉLENCHON,Extrême gauche,24776.881,-84.89189983194414,"27,98288076", 4.24749250952,44.4709429521
973,"44.4876996523, 1.17098176011",lagardelle,416,3226.0,0.0,lagardelle,MACRON,Centre,1661.316,2054.9776803449795,"30,8877551", 1.17098176011,44.4876996523
974,"43.2245836204, 0.109548589485",semeac,913,5061.0,3.951788184153329,semeac,MACRON,Centre,78037.447,-98.30093237160872,"26,91854278", 0.109548589485,43.2245836204
975,"42.5845986873, 2.77752010892",fourques,359,2925.0,10.256410256410255,fourques,LE PEN,Extrême droite,18165.948,-74.01700698471667,"25,17054264", 2.77752010892,42.5845986873
979,"50.5343189563, 2.14718930685",senlis,826,14760.0,9.48509485094851,senlis,MACRON,Centre,336842.144,-99.18253815650812,"23,73788099", 2.14718930685,50.5343189563
983,"47.5814306941, 1.30596722868",blois,542,47000.0,6.808510638297872,blois,MÉLENCHON,Extrême gauche,624258.262,-99.1023063143696,"23,5072566", 1.30596722868,47.5814306941
984,"43.8118951487, -1.3636115006",messanges,536,972.0,0.0,messanges,LE PEN,Extrême droite,4458.041,11.68369694222192,"21,03669725", -1.3636115006,43.8118951487
988,"47.4644940851, 6.82506491536",valentigney,290,11441.0,4.37024735600035,valentigney,MÉLENCHON,Extrême gauche,129758.053,-84.90195672094433,"23,65995783", 6.82506491536,47.4644940851
989,"47.2927181449, 5.00524547066",chenove,247,13962.0,5.729838132072769,chenove,MÉLENCHON,Extrême gauche,158552.389,-98.43628152458808,"23,23054562", 5.00524547066,47.2927181449
990,"48.5607392309, -3.15328149995",guingamp,259,7069.0,1.4146272457207527,guingamp,MACRON,Centre,78001.063,-97.27316408495614,"23,67567568", -3.15328149995,48.5607392309
991,"47.0431518532, 3.09380639826",garchizy,757,3781.0,2.644802962179318,garchizy,LE PEN,Extrême droite,48655.342,-92.78467305809916,"23,55423434", 3.09380639826,47.0431518532
992,"46.3067516231, 6.29843710826",douvaine,1087,6747.0,4.44642063139173,douvaine,MACRON,Centre,151006.032,-83.01138526704682,"20,59937273", 6.29843710826,46.3067516231
993,"50.8071982702, 1.7399449134",rinxent,843,3031.0,3.299241174529858,rinxent,LE PEN,Extrême droite,36818.989,-89.0198261554656,"22,38224767", 1.7399449134,50.8071982702
994,"47.6596179005, -3.07176634278",ploemel,715,3026.0,3.304692663582286,ploemel,MACRON,Centre,52869.146,116.8957864384645,"22,9425", -3.07176634278,47.6596179005
995,"43.2701383421, -0.406951609656",jurancon,896,7102.0,2.8161081385525204,jurancon,MACRON,Centre,116718.396,-93.11835214048008,"26,63985185", -0.406951609656,43.2701383421
996,"49.330160007, 2.46518140414",liancourt,817,6880.0,5.813953488372093,liancourt,LE PEN,Extrême droite,76685.84,-95.63481602340144,"22,27665382", 2.46518140414,49.330160007
997,"43.4940161598, -0.780096411306",orthez,900,10515.0,2.8530670470756063,orthez,MACRON,Centre,162855.3,-90.2935022685783,"28,03888555", -0.780096411306,43.4940161598
999,"45.9578459322, 4.68857040706",pommiers,999,2990.0,3.3444816053511706,pommiers,LE PEN,Extrême droite,11100.931,-64.09316479852005,"23,44065282", 4.68857040706,45.9578459322
1019,"44.749972755, 0.646577439657",montaut,123,710.0,0.0,montaut,LE PEN,Extrême droite,10024.646,-96.98592848066654,"23,42523364", 0.646577439657,44.749972755
1068,"48.3775956474, -4.59902956851",plouzane,341,13496.0,1.4819205690574984,plouzane,MACRON,Centre,206384.088,-91.46293584416256,"23,6750963", -4.59902956851,48.3775956474
1069,"43.6988302191, 6.70923732618",mons,375,1655.0,0.0,mons,LE PEN,Extrême droite,28807.053,-81.9072259838589,"26,29464286", 6.70923732618,43.6988302191
1167,"48.0729903596, -2.97089443492",pontivy,717,15064.0,3.3191715347849176,pontivy,MACRON,Centre,206490.266,-78.15481578197007,"24,62342889", -2.97089443492,48.0729903596
1168,"49.4138736154, 2.25046163254",bresles,801,4105.0,2.43605359317905,bresles,LE PEN,Extrême droite,54622.001,270.85620499329565,"23,97497338", 2.25046163254,49.4138736154
1169,"48.7603792626, 3.35064020558",lescherolles,1134,458.0,0.0,lescherolles,LE PEN,Extrême droite,7363.324,-66.46638121587479,"22,93446602", 3.35064020558,48.7603792626
1170,"48.8861044519, 2.79360981727",coupvray,1119,3000.0,16.666666666666668,coupvray,MACRON,Centre,64767.177,-54.94292116514512,"22,4051531", 2.79360981727,48.8861044519
1171,"48.9118016277, 2.66226017903",villevaude,1151,2134.0,9.372071227741332,villevaude,LE PEN,Extrême droite,40939.189,504.5462429653895,"20,87329843", 2.66226017903,48.9118016277
1174,"43.650557395, 3.79407409109",grabels,463,8798.0,7.956353716753807,grabels,MÉLENCHON,Extrême gauche,150269.246,-97.60330533634274,"20,80789793", 3.79407409109,43.650557395
1175,"43.7087868404, 3.20639851356",lunas,464,674.0,0.0,lunas,LE PEN,Extrême droite,8042.822,388.9313601618935,"23,28061224", 3.20639851356,43.7087868404
1179,"48.03317161, 0.211753607023",coulaines,1066,7895.0,0.0,coulaines,MACRON,Centre,90757.28,-82.18123328508744,"24,32800224", 0.211753607023,48.03317161
1180,"46.0885156588, 6.53666656578",thyez,1098,6350.0,6.299212598425196,thyez,MACRON,Centre,124123.255,-68.77266874768955,"22,93954135", 6.53666656578,46.0885156588
1181,"43.6239363302, 6.43562907832",chateaudouble,1220,492.0,0.0,chateaudouble,MÉLENCHON,Extrême gauche,6022.795,683.0118242443915,"21,50574713", 6.43562907832,43.6239363302
1187,"48.5028036804, -2.64631362442",hillion,260,4183.0,2.390628735357399,hillion,MACRON,Centre,76003.938,-98.40547209540644,"25,55106273", -2.64631362442,48.5028036804
1189,"43.4942747319, 3.66050294921",poussan,478,5993.0,11.680293675955282,poussan,LE PEN,Extrême droite,98535.836,-96.75183554539488,"22,95423789", 3.66050294921,43.4942747319
1190,"45.8292754065, 3.38640223728",lezoux,876,6350.0,3.149606299212598,lezoux,LE PEN,Extrême droite,85281.043,-97.99213056059834,"25,29946613", 3.38640223728,45.8292754065
1191,"45.4992030823, 4.43785373821",sorbiers,555,7856.0,3.818737270875763,sorbiers,MACRON,Centre,641.014,996.7451568920492,"39,45454545", 4.43785373821,45.4992030823
1195,"42.8959085075, 2.96619175499",fitou,136,1060.0,0.0,fitou,LE PEN,Extrême droite,14696.297,-64.98366221096376,"25,85215606", 2.96619175499,42.8959085075
1197,"48.0370842724, 7.30033063012",eguisheim,967,1764.0,11.337868480725623,eguisheim,MACRON,Centre,36453.074,-89.2729951937661,"25,03549191", 7.30033063012,48.0370842724
1198,"48.7801069768, 1.56010023211",goussainville,1343,31000.0,4.838709677419355,goussainville,MACRON,Centre,22070.008,332.4516873759176,"21,5079929", 1.56010023211,48.7801069768
1204,"47.6891798728, -0.0648943541225",la fleche,1067,15929.0,2.5111431979408625,la fleche,MACRON,Centre,208857.258,-95.87191793928464,"26,46947844", -0.0648943541225,47.6891798728
1205,"50.510271123, 2.46886716479",auchel,838,10344.0,2.9002320185614847,auchel,LE PEN,Extrême droite,95425.184,-78.28679795891198,"23,22874452", 2.46886716479,50.510271123
1206,"47.1223182517, -2.05218747345",pornic,584,16297.0,3.681659201079953,pornic,MACRON,Centre,371045.387,48.15603407569113,"28,44513582", -2.05218747345,47.1223182517
1209,"42.679064655, 2.94577352274",cabestany,920,10507.0,2.855239364233368,cabestany,LE PEN,Extrême droite,185742.314,-69.82131061423085,"26,28913311", 2.94577352274,42.679064655
1210,"44.2200587673, -0.906732573419",labouheyre,533,2739.0,3.650967506389193,labouheyre,LE PEN,Extrême droite,34172.314,-97.54796236508888,"25,10883797", -0.906732573419,44.2200587673
1211,"43.3653010476, -1.76467212625",hendaye,895,16805.0,4.165426956263016,hendaye,MÉLENCHON,Extrême gauche,269828.746,-98.72845608525344,"24,23621608", -1.76467212625,43.3653010476
1212,"47.6924941828, -3.23478183703",plouhinec,339,4100.0,0.0,plouhinec,MACRON,Centre,65095.341,-85.82966790203925,"32,41796009", -3.23478183703,47.6924941828
1216,"45.8273923217, 3.07355403613",blanzat,872,3897.0,0.0,blanzat,MACRON,Centre,65874.436,-54.17081217970504,"26,91590049", 3.07355403613,45.8273923217
1217,"42.5131783135, 3.07283445923",collioure,925,2435.0,36.96098562628337,collioure,MACRON,Centre,43316.502,-99.02640337855534,"31,55430242", 3.07283445923,42.5131783135
1218,"48.9651483924, 1.97405749492",vernouillet,313,12622.0,3.16906987799081,vernouillet,MÉLENCHON,Extrême gauche,206751.944,-86.1119893508716,"22,55966936", 1.97405749492,48.9651483924
1230,"48.8539678711, 2.65081586823",torcy,1052,2839.0,7.044734061289186,torcy,LE PEN,Extrême droite,2320.849,-32.239021151311434,"23,95061728", 2.65081586823,48.8539678711
1248,"47.733645073, 3.29333078439",toucy,1294,2756.0,0.0,toucy,LE PEN,Extrême droite,35342.821,-94.85167581840736,"27,63993585", 3.29333078439,47.733645073
1249,"45.6365715977, 4.72367569291",taluyers,1014,2506.0,0.0,taluyers,MACRON,Centre,53697.795,-34.4201898793051,"23,54333606", 4.72367569291,45.6365715977
1251,"42.7283915786, 2.94211550489",bompas,917,7531.0,5.311379630859116,bompas,LE PEN,Extrême droite,108867.483,-95.0217192033364,"29,46195652", 2.94211550489,42.7283915786
1255,"48.7018790331, 6.26537016377",pulnoy,683,4488.0,4.45632798573975,pulnoy,MACRON,Centre,85111.193,-95.81108092328114,"24,5697862", 6.26537016377,48.7018790331
1256,"43.4656532463, 1.99697050286",revel,425,9800.0,5.1020408163265305,revel,LE PEN,Extrême droite,142673.4,-98.83618039522432,"27,8626278", 1.99697050286,43.4656532463
1262,"44.1254048703, 4.08883549513",ales,346,40733.0,13.748066678123388,ales,LE PEN,Extrême droite,466267.436,125.25761074166029,"25,75345802", 4.08883549513,44.1254048703
1263,"43.5857299786, 3.7494965503",pignan,476,7959.0,6.282196255811032,pignan,LE PEN,Extrême droite,130446.86,-97.46160237203102,"22,99064649", 3.7494965503,43.5857299786
1264,"45.2362004911, 5.9815244985",laval,669,49728.0,1.80984555984556,laval,MACRON,Centre,744265.183,-99.7178517754202,"23,93674877", 5.9815244985,45.2362004911
1266,"45.7921319068, 5.217680552",loyettes,11,3500.0,2.857142857142857,loyettes,LE PEN,Extrême droite,48477.473,-92.23723563313624,"37,54239635", 5.217680552,45.7921319068
1267,"45.468757838, 4.35128266574",villars,558,8100.0,4.938271604938272,villars,LE PEN,Extrême droite,6332.576,15.256240114607394,"28,43632075", 4.35128266574,45.468757838
1283,"44.9087437251, 5.00717374615",chabeuil,291,6958.0,5.748778384593273,chabeuil,MACRON,Centre,123533.817,-98.28531000543762,"23,72195513", 5.00717374615,44.9087437251
1285,"48.5842457208, 1.58551218805",maintenon,322,4291.0,2.330459100442788,maintenon,MACRON,Centre,77253.199,-94.0493493350353,"24,55667627", 1.58551218805,48.5842457208
1286,"48.2093369249, 2.46693407398",puiseaux,609,3500.0,2.857142857142857,puiseaux,LE PEN,Extrême droite,47215.117,186.71745746177007,"24,23385093", 2.46693407398,48.2093369249
1287,"48.1802146201, 2.24897935549",pithiviers,608,9167.0,10.908694229300751,pithiviers,MACRON,Centre,100030.32,-77.04653649013619,"23,2812648", 2.24897935549,48.1802146201
1288,"47.9788917277, 0.297105562283",change,654,6407.0,1.5607928827844546,change,MACRON,Centre,125461.19,-84.76538043358268,"23,73378661", 0.297105562283,47.9788917277
1324,"48.9943943417, 1.74020742825",limay,1165,18000.0,0.0,limay,MÉLENCHON,Extrême gauche,214849.51,-88.4391400287578,"19,18438517", 1.74020742825,48.9943943417
1325,"47.0458179875, -0.877097655444",cholet,630,55979.0,2.5009378516943856,cholet,MACRON,Centre,831545.539,-99.30006178531131,"24,255874", -0.877097655444,47.0458179875
1327,"43.4531452104, 2.55987051322",sauveterre,394,2016.0,4.9603174603174605,sauveterre,MACRON,Centre,4041.182,-28.52541657366582,"22,40790843", 2.55987051322,43.4531452104
1352,"44.5892502094, 4.82541870929",sauzet,298,1889.0,0.0,sauzet,MACRON,Centre,35177.984,-99.14783348585296,"25,8236342", 4.82541870929,44.5892502094
1361,"47.2400118604, 6.79866185354",maiche,282,4276.0,4.677268475210477,maiche,MACRON,Centre,85041.763,-94.60401238389191,"24,53252234", 6.79866185354,47.2400118604
1362,"45.273427808, 1.76345249153",tulle,239,15000.0,2.666666666666667,tulle,MÉLENCHON,Extrême gauche,184305.382,-91.54166480065136,"26,14620378", 1.76345249153,45.273427808
1363,"46.5406104406, -0.494318969948",fenioux,1175,648.0,0.0,fenioux,MACRON,Centre,8885.093,5449.8562479875,"25,26351351", -0.494318969948,46.5406104406
1367,"50.8583128715, 1.87043678004",guines,848,5703.0,3.506926179203928,guines,LE PEN,Extrême droite,60627.975,-90.66843152851467,"22,44077188", 1.87043678004,50.8583128715
1368,"50.3591232468, 3.51599087764",valenciennes,798,50000.0,8.6,valenciennes,MACRON,Centre,605641.799,-99.2684266496606,"22,10138997", 3.51599087764,50.3591232468
1369,"47.9289000624, 0.190512988825",arnage,1064,5626.0,1.7774617845716316,arnage,MACRON,Centre,82538.414,-67.5047935861719,"25,53650355", 0.190512988825,47.9289000624
1370,"45.7820115298, -0.0742692462683",rouillac,197,3013.0,0.0,rouillac,LE PEN,Extrême droite,43260.392,-90.44652669813996,"25,8809691", -0.0742692462683,45.7820115298
1378,"49.1921909492, -0.183783634988",troarn,175,3572.0,2.799552071668533,troarn,MACRON,Centre,53240.42,-95.06532630659188,"25,15877525", -0.183783634988,49.1921909492
1380,"48.6822323712, 6.11433674236",laxou,680,14795.0,2.703616086515715,laxou,MACRON,Centre,239769.286,-98.06556833138336,"23,77055143", 6.11433674236,48.6822323712
1382,"50.9424824269, 2.20370696802",bourbourg,785,7171.0,0.0,bourbourg,LE PEN,Extrême droite,82567.576,-96.64264093207726,"23,37748644", 2.20370696802,50.9424824269
1383,"50.3221397389, 1.61076640968",quend,1191,1168.0,8.561643835616438,quend,MACRON,Centre,22273.538,-84.97152091418975,"27,25643225", 1.61076640968,50.3221397389
1384,"49.9505613758, 1.61064591317",bouttencourt,1179,939.0,0.0,bouttencourt,LE PEN,Extrême droite,13406.764,-66.17659563486013,"26,57575758", 1.61064591317,49.9505613758
1385,"48.667562475, 7.74021890802",vendenheim,959,5700.0,5.263157894736842,vendenheim,MACRON,Centre,115118.714,-97.38808062084502,"24,6494827", 7.74021890802,48.667562475
1386,"48.4571220179, 5.93456503804",favieres,317,600.0,16.666666666666668,favieres,LE PEN,Extrême droite,27386.586,136.22706386257855,"18,33699634", 5.93456503804,48.4571220179
